Id,MAT,TDR,TSN,MTWM,MTCM,TAR,MTWQ,MTDQ,MTAQ,MTCQ,MAP,PWM,PDM,PSN,PWQ,PDQ,PAQ,PCQ,AET,PET,NPP,ME,RE,CVE
592,21.7945995,13.3022003,324.2590027,31.2506008,8.8510399,22.3995991,25.0443993,17.3896008,25.3334007,17.3896008,654.7269897,144.9420013,5.32231,87.4980011,359.0329895,21.0991993,352.1159973,21.0991993,514.5709839,1417.790039,794,530,579,14.44
593,22.2134991,13.6246004,348.9030151,32.2282982,8.8217201,23.406601,25.9260006,17.4899998,26.0202007,17.4899998,536.197998,110.3720016,3.76033,84.1007996,285.6359863,16.3801994,284.644989,16.3801994,478.0390015,1413.670044,655,399,297,10.75
594,22.5377007,13.8421001,361.8680115,32.5536995,8.8425102,23.7112007,26.3995991,17.6019993,26.3995991,17.6019993,468.1820068,88.1240005,3.77686,81.8852997,247.1569977,15.3305998,247.1569977,15.3305998,447.42099,1417.119995,544,307,352,17.16
595,23.1516991,13.4926004,333.2130127,32.6977997,9.9906502,22.7070999,26.6033993,18.5776005,26.6033993,18.5776005,441.0580139,80.8759995,2.4876001,82.8731995,236.2640076,15.0825996,236.2640076,15.0825996,430.881012,1415.569946,491,216,296,23.87
596,23.9615993,13.3865004,318.178009,33.4790001,11.1752996,22.3036995,27.2094002,19.8337994,27.2094002,19.6058998,454.5369873,89.2726974,2.34711,85.7344971,254.9669952,16.3883991,254.9669952,16.5867996,455.071991,1417.560059,438,131,142,17.98
597,24.2625008,13.0525999,308.6830139,33.5489006,11.8810997,21.6678009,27.4015007,21.2940006,27.4015007,20.0618,501.6690063,103.6610031,3.42149,89.3358994,295.9169922,17.5123997,295.9169922,19.1404991,487.1919861,1408.699951,401,80,96,19.34
598,24.6448002,13.3210001,302.5610046,34.0689011,12.4699001,21.5990009,27.7180004,21.9500999,27.7180004,20.5319004,549.7520142,116.8509979,4.2644601,93.4094009,337.9089966,18.2231007,337.9089966,21.4463005,517.0609741,1413.040039,361,50,52,16.45
599,24.6588001,13.5214996,289.1409912,34.0334015,12.7659998,21.2674007,27.5692005,21.9575005,27.5692005,20.6924992,591.3469849,124.2480011,6.12397,92.5302963,360.3720093,22.5620003,360.3720093,24.2893009,552.8870239,1411.130005,390,65,96,31.28
600,24.3644009,13.8268995,275.5130005,33.8712006,12.6933002,21.1779003,27.1207008,20.8360996,27.1207008,20.5520992,650.1740112,130.4790039,9.0661201,85.9573975,373.57901,31.9752007,373.57901,32.2230988,598.7609863,1403.25,524,142,68,11.71
601,20.6324997,14.6356001,239.8370056,30.3223,9.7124004,20.6098003,23.2908993,18.059,23.2908993,17.4423008,105.9499969,32.2230988,0,115.2779999,80.6776962,1.57851,80.6776962,2.01653,110.5039978,1830.23999,0,797,1206,24.28
602,19.4993992,14.9813995,286.0549927,30.1168003,7.5900202,22.5268002,22.3097,15.9687996,22.4869995,15.5861998,194.371994,52.9752007,0,120.2669983,147.802002,2.4793401,112.098999,2.8429799,180.9640045,1827.290039,24,1270,961,17.31
603,18.6616993,15.3520002,327.67099,30.1403008,5.6096201,24.5305996,21.6007996,14.3645,22.0902996,14.1956997,259.8930054,66.9338989,0,118.8899994,193.6940002,2.5950401,148.8179932,2.7190101,258.2640076,1781.439941,134,1494,1110,12.61
604,17.7332993,15.6051998,361.1029968,29.7507,3.7181799,26.0324993,20.7852001,12.8606997,21.5468998,12.8606997,326.0249939,82.1652985,0,114.1640015,233.1649933,2.67769,144.1490021,2.67769,287.4809875,1812.319946,218,1776,920,8.1
605,18.3644009,15.6552,379.6149902,30.4050007,3.87676,26.5282001,21.5482006,13.2763996,22.3915997,13.2763996,340.678009,82.1735992,0.0330578,107.4629974,231.5209961,2.1487601,148.5700073,2.1487601,289.3510132,1848.109985,256,1721,867,8.49
606,19.2056007,16.7875004,410.9679871,31.6231003,3.43907,28.184,22.7742004,13.7032003,23.5489006,13.7032003,313.0910034,74.2562027,0,105.987999,209.272995,1.04132,175.3220062,1.04132,273.9779968,1861.030029,237,1521,614,6.07
607,19.5025997,17.3777008,431.375,32.0611,2.9400699,29.1210003,23.3097,13.7177,24.0604992,13.7177,299.8179932,70.4876022,0,102.1159973,193.6450043,1.6281,166.0829926,1.6281,268.0339966,1869.959961,185,1407,311,3.24
